"","Regulator","Target","RegulatorType","TargetType","regulatory_Mechanism"
"8456","MAP2K1","PAK3","PCG","PCG","interacts"
"8457","MAP2K1","PAK2","PCG","PCG","interacts"
"8458","MAP2K1","MAP3K7","PCG","PCG","interacts"
"8459","MAP2K1","PAK4","PCG","PCG","interacts"
"8460","MAP2K1","MAPK8","PCG","PCG","interacts"
"8461","MAP2K1","PPP2CA","PCG","PCG","interacts"
"8462","MAP2K1","NRAS","PCG","PCG","interacts"
"8463","MAP2K1","MAP3K1","PCG","PCG","interacts"
"8464","MAP2K1","RAF1","PCG","PCG","interacts"
"8465","MAP2K4","MAPK14","PCG","PCG","interacts"
"8466","MAP2K4","RAC2","PCG","PCG","interacts"
"8467","MAP2K4","RAC3","PCG","PCG","interacts"
"8468","MAP2K4","MAP3K7","PCG","PCG","interacts"
"8469","MAP2K4","MAPK8","PCG","PCG","interacts"
"8470","MAP2K4","MAP3K1","PCG","PCG","interacts"
"8471","MAP3K1","RRAS","PCG","PCG","interacts"
"8472","MAP3K1","RAC2","PCG","PCG","interacts"
"8473","MAP3K1","MAP4K3","PCG","PCG","interacts"
"8474","MAP3K1","RAC3","PCG","PCG","interacts"
"8475","MAP3K1","NRAS","PCG","PCG","interacts"
"8476","MAP3K1","MAPK8","PCG","PCG","interacts"
"8477","MAP3K1","TRAF6","PCG","PCG","interacts"
"8478","MAP3K11","MAP4K1","PCG","PCG","interacts"
"8479","MAP3K2","PAK1","PCG","PCG","interacts"
"8480","MAP3K2","PAK2","PCG","PCG","interacts"
"8481","MAP3K2","MAP3K3","PCG","PCG","interacts"
"8482","MAP3K2","SMYD3","PCG","PCG","interacts"
"8483","MAP3K3","PAK1","PCG","PCG","interacts"
"8484","MAP3K3","PAK2","PCG","PCG","interacts"
"8485","MAP3K3","TRAF6","PCG","PCG","interacts"
"8486","MAP3K3","SQSTM1","PCG","PCG","interacts"
"8487","MAP3K7","MAPK1","PCG","PCG","interacts"
"8488","MAP3K7","MAPK14","PCG","PCG","interacts"
"8489","MAP3K7","RIPK1","PCG","PCG","interacts"
"8490","MAP3K7","TRAF5","PCG","PCG","interacts"
"8491","MAP3K7","MAPK3","PCG","PCG","interacts"
"8492","MAP3K7","TLR3","PCG","PCG","interacts"
"8493","MAP3K7","PRKAG1","PCG","PCG","interacts"
"8494","MAP3K7","TRADD","PCG","PCG","interacts"
"8495","MAP3K7","PRKAA1","PCG","PCG","interacts"
"8496","MAP3K7","PRKAA2","PCG","PCG","interacts"
"8497","MAP3K7","PRKAB1","PCG","PCG","interacts"
"8498","MAP3K7","XIAP","PCG","PCG","interacts"
"8499","MAP3K7","MAPK8","PCG","PCG","interacts"
"8500","MAP3K7","TLR4","PCG","PCG","interacts"
"8501","MAP3K7","NLK","PCG","PCG","interacts"
"8502","MAP3K7","TRAF3","PCG","PCG","interacts"
"8503","MAP3K7","MYD88","PCG","PCG","interacts"
"8504","MAP3K7","TRAF6","PCG","PCG","interacts"
"8505","MAP3K7","TNF","PCG","PCG","interacts"
"8506","MAPK1","SPHK2","PCG","PCG","interacts"
"8507","MAPK1","ROCK2","PCG","PCG","interacts"
"8508","MAPK1","SPHK1","PCG","PCG","interacts"
"8509","MAPK1","ROCK1","PCG","PCG","interacts"
"8510","MAPK1","TSC1","PCG","PCG","interacts"
"8511","MAPK1","RPS6KB1","PCG","PCG","interacts"
"8512","MAPK1","PTPN6","PCG","PCG","interacts"
"8513","MAPK1","RAC2","PCG","PCG","interacts"
"8514","MAPK1","STMN1","PCG","PCG","interacts"
"8515","MAPK1","NRAS","PCG","PCG","interacts"
"8516","MAPK1","SHC1","PCG","PCG","interacts"
"8517","MAPK1","PLA2G4A","PCG","PCG","interacts"
"8518","MAPK1","PPP2CA","PCG","PCG","interacts"
"8519","MAPK1","RAF1","PCG","PCG","interacts"
"8520","MAPK1","MAPK3","PCG","PCG","interacts"
"8521","MAPK1","MAPK14","PCG","PCG","interacts"
"8522","MAPK14","PRKG1","PCG","PCG","interacts"
"8523","MAPK14","PTK2","PCG","PCG","interacts"
"8524","MAPK14","PPARGC1A","PCG","PCG","interacts"
"8525","MAPK14","MAPK8","PCG","PCG","interacts"
"8526","MAPK14","MAPK3","PCG","PCG","interacts"
"8527","MAPK3","RPS6KB1","PCG","PCG","interacts"
"8528","MAPK3","RAC2","PCG","PCG","interacts"
"8529","MAPK3","TNF","PCG","PCG","interacts"
"8530","MAPK3","ROCK2","PCG","PCG","interacts"
"8531","MAPK3","ROCK1","PCG","PCG","interacts"
"8532","MAPK3","STMN1","PCG","PCG","interacts"
"8533","MAPK3","PTPN6","PCG","PCG","interacts"
"8534","MAPK3","TSC1","PCG","PCG","interacts"
"8535","MAPK3","SPHK2","PCG","PCG","interacts"
"8536","MAPK3","SPHK1","PCG","PCG","interacts"
"8537","MAPK3","PLA2G4A","PCG","PCG","interacts"
"8538","MAPK3","RAF1","PCG","PCG","interacts"
"8539","MAPK3","NRAS","PCG","PCG","interacts"
"8540","MAPK3","PPP2CA","PCG","PCG","interacts"
"8541","MAPK8","NFKB1","PCG","PCG","interacts"
"8542","MAPK8","RAC2","PCG","PCG","interacts"
"8543","MAPK8","RAP1B","PCG","PCG","interacts"
"8544","MAPK8","RAC3","PCG","PCG","interacts"
"8545","MAPK8","PRKCE","PCG","PCG","interacts"
"8546","MAPK8","NRAS","PCG","PCG","interacts"
"8547","MAPK8","RAP1A","PCG","PCG","interacts"
"8548","MAPK8","TRAF6","PCG","PCG","interacts"
"8549","MAPK8","RHOA","PCG","PCG","interacts"
"8550","MARCKS","PRKCE","PCG","PCG","interacts"
"8551","MARCKS","MARCKSL1","PCG","PCG","interacts"
"8552","MARCKSL1","PRKCE","PCG","PCG","interacts"
"8553","MARK4","TUBGCP5","PCG","PCG","interacts"
"8554","MAT2A","MTHFR","PCG","PCG","interacts"
"8555","MBTD1","MSL2","PCG","PCG","interacts"
"8556","MCL1","USP9X","PCG","PCG","interacts"
"8557","MCL1","PMAIP1","PCG","PCG","interacts"
"8558","MCL1","TNKS2","PCG","PCG","interacts"
"8559","MCL1","VDAC1","PCG","PCG","interacts"
"8560","MCM2","MCM5","PCG","PCG","interacts"
"8561","MCM2","RPA1","PCG","PCG","interacts"
"8562","MCM2","MCM4","PCG","PCG","interacts"
"8563","MCM2","MCM6","PCG","PCG","interacts"
"8564","MCM2","RRM1","PCG","PCG","interacts"
"8565","MCM2","PCNA","PCG","PCG","interacts"
"8566","MCM2","TONSL","PCG","PCG","interacts"
"8567","MCM4","MCM5","PCG","PCG","interacts"
"8568","MCM4","RPA1","PCG","PCG","interacts"
"8569","MCM4","TYMS","PCG","PCG","interacts"
"8570","MCM4","RRM1","PCG","PCG","interacts"
"8571","MCM4","WDR18","PCG","PCG","interacts"
"8572","MCM4","PCNA","PCG","PCG","interacts"
"8573","MCM4","MCM6","PCG","PCG","interacts"
"8574","MCM5","RPA1","PCG","PCG","interacts"
"8575","MCM5","PCNA","PCG","PCG","interacts"
"8576","MCM5","RRM2","PCG","PCG","interacts"
"8577","MCM5","RRM1","PCG","PCG","interacts"
"8578","MCM5","MCM6","PCG","PCG","interacts"
"8579","MCM6","RPA1","PCG","PCG","interacts"
"8580","MCM6","PCNA","PCG","PCG","interacts"
"8581","MCM6","RRM1","PCG","PCG","interacts"
"8582","MDC1","PRKDC","PCG","PCG","interacts"
"8583","MDC1","SMC1A","PCG","PCG","interacts"
"8584","MDC1","RBBP8","PCG","PCG","interacts"
"8585","MDC1","RAD51","PCG","PCG","interacts"
"8586","MDK","NOTCH2","PCG","PCG","interacts"
"8587","MDM2","PSMD10","PCG","PCG","interacts"
"8588","MDM2","PTEN","PCG","PCG","interacts"
"8589","MDM2","XIAP","PCG","PCG","interacts"
"8590","MDM2","PML","PCG","PCG","interacts"
"8591","MDM2","MTBP","PCG","PCG","interacts"
"8592","MDM2","UBA52","PCG","PCG","interacts"
"8593","MDM2","NPM1","PCG","PCG","interacts"
"8594","MDM2","SFN","PCG","PCG","interacts"
"8595","MDM2","NUMB","PCG","PCG","interacts"
"8596","MDM2","RB1","PCG","PCG","interacts"
"8597","MELK","TRIP13","PCG","PCG","interacts"
"8598","MELK","NCAPG","PCG","PCG","interacts"
"8599","MELK","MKI67","PCG","PCG","interacts"
"8600","MELK","NUSAP1","PCG","PCG","interacts"
"8601","MELK","RRM2","PCG","PCG","interacts"
"8602","MELK","UBE2C","PCG","PCG","interacts"
"8603","MELK","TOP2A","PCG","PCG","interacts"
"8604","MELK","TPX2","PCG","PCG","interacts"
"8605","MET","PIK3CA","PCG","PCG","interacts"
"8606","MET","SEMA4D","PCG","PCG","interacts"
"8607","MET","PIK3CD","PCG","PCG","interacts"
"8608","MET","PTK2","PCG","PCG","interacts"
"8609","MET","NRAS","PCG","PCG","interacts"
"8610","MET","SHC1","PCG","PCG","interacts"
"8611","METTL3","YTHDF1","PCG","PCG","interacts"
"8612","METTL3","WTAP","PCG","PCG","interacts"
"8613","MGP","SPP1","PCG","PCG","interacts"
"8614","MIA2","MIA3","PCG","PCG","interacts"
"8615","MKI67","NCAPG","PCG","PCG","interacts"
"8616","MKI67","TPX2","PCG","PCG","interacts"
"8617","MKI67","UBE2C","PCG","PCG","interacts"
"8618","MKI67","RRM2","PCG","PCG","interacts"
"8619","MKI67","NUSAP1","PCG","PCG","interacts"
"8620","MKI67","TOP2A","PCG","PCG","interacts"
"8621","MLKL","RIPK3","PCG","PCG","interacts"
"8622","MLKL","RIPK1","PCG","PCG","interacts"
"8623","MLKL","TRPM7","PCG","PCG","interacts"
"8624","MLKL","NLRP3","PCG","PCG","interacts"
"8625","MLKL","TNF","PCG","PCG","interacts"
"8626","MMP1","MMP2","PCG","PCG","interacts"
"8627","MMP1","TIMP2","PCG","PCG","interacts"
"8628","MMP1","MMP3","PCG","PCG","interacts"
"8629","MMP1","MMP9","PCG","PCG","interacts"
"8630","MMP10","TIMP2","PCG","PCG","interacts"
"8631","MMP10","MMP3","PCG","PCG","interacts"
"8632","MMP13","TIMP2","PCG","PCG","interacts"
"8633","MMP14","MMP2","PCG","PCG","interacts"
"8634","MMP14","TIMP2","PCG","PCG","interacts"
"8635","MMP14","TIMP3","PCG","PCG","interacts"
"8636","MMP14","RDX","PCG","PCG","interacts"
"8637","MMP16","TIMP2","PCG","PCG","interacts"
"8638","MMP2","MMP9","PCG","PCG","interacts"
"8639","MMP2","MMP7","PCG","PCG","interacts"
"8640","MMP2","TGFB1","PCG","PCG","interacts"
"8641","MMP2","TIMP4","PCG","PCG","interacts"
"8642","MMP2","THBS1","PCG","PCG","interacts"
"8643","MMP2","TIMP3","PCG","PCG","interacts"
"8644","MMP2","TIMP2","PCG","PCG","interacts"
"8645","MMP3","TIMP2","PCG","PCG","interacts"
"8646","MMP3","TIMP3","PCG","PCG","interacts"
"8647","MMP3","MMP9","PCG","PCG","interacts"
"8648","MMP3","SPP1","PCG","PCG","interacts"
"8649","MMP7","TIMP3","PCG","PCG","interacts"
"8650","MMP7","SPP1","PCG","PCG","interacts"
"8651","MMP7","TIMP2","PCG","PCG","interacts"
"8652","MMP9","TGFB1","PCG","PCG","interacts"
"8653","MMP9","THBS1","PCG","PCG","interacts"
"8654","MMP9","TIMP2","PCG","PCG","interacts"
"8655","MMP9","TIMP3","PCG","PCG","interacts"
"8656","MMP9","TNF","PCG","PCG","interacts"
"8657","MMP9","TLR4","PCG","PCG","interacts"
"8658","MMP9","SPP1","PCG","PCG","interacts"
"8659","MRPL28","MRPS18A","PCG","PCG","interacts"
"8660","MSH2","RAD51","PCG","PCG","interacts"
"8661","MSH2","PRKDC","PCG","PCG","interacts"
"8662","MSH2","PCNA","PCG","PCG","interacts"
"8663","MSH2","MSH3","PCG","PCG","interacts"
"8664","MSH3","OGG1","PCG","PCG","interacts"
"8665","MSH3","PCNA","PCG","PCG","interacts"
"8666","MSH5","RAD51","PCG","PCG","interacts"
"8667","MSI2","NUMB","PCG","PCG","interacts"
"8668","MT-CO2","NDUFA4","PCG","PCG","interacts"
"8669","MTF2","SUZ12","PCG","PCG","interacts"
"8670","MTHFR","TYMS","PCG","PCG","interacts"
"8671","MTHFR","SHMT2","PCG","PCG","interacts"
"8672","MTOR","RB1CC1","PCG","PCG","interacts"
"8673","MTOR","SIRT1","PCG","PCG","interacts"
"8674","MTOR","PIK3R2","PCG","PCG","interacts"
"8675","MTOR","RPS6KB1","PCG","PCG","interacts"
"8676","MTOR","RHEB","PCG","PCG","interacts"
"8677","MTOR","PIK3R3","PCG","PCG","interacts"
"8678","MTOR","PIK3CA","PCG","PCG","interacts"
"8679","MTOR","PPARG","PCG","PCG","interacts"
"8680","MTOR","RICTOR","PCG","PCG","interacts"
"8681","MTOR","TSC1","PCG","PCG","interacts"
"8682","MTOR","PRKAG1","PCG","PCG","interacts"
"8683","MTOR","ULK1","PCG","PCG","interacts"
"8684","MTOR","PRKAA1","PCG","PCG","interacts"
"8685","MTOR","PTEN","PCG","PCG","interacts"
"8686","MTOR","PIK3CD","PCG","PCG","interacts"
"8687","MTOR","SQSTM1","PCG","PCG","interacts"
"8688","MTOR","PIK3R1","PCG","PCG","interacts"
"8689","MTOR","RHOA","PCG","PCG","interacts"
"8690","MTOR","RPS6","PCG","PCG","interacts"
"8691","MTOR","PRKAB1","PCG","PCG","interacts"
"8692","MTOR","PRKAA2","PCG","PCG","interacts"
"8693","MTOR","SGK1","PCG","PCG","interacts"
"8694","MUC1","MUC6","PCG","PCG","interacts"
"8695","MUC1","MUC2","PCG","PCG","interacts"
"8696","MUC1","MUC5AC","PCG","PCG","interacts"
"8697","MUC2","MUC6","PCG","PCG","interacts"
"8698","MUC2","MUC5AC","PCG","PCG","interacts"
"8699","MUC5AC","MUC6","PCG","PCG","interacts"
"8700","MYD88","NFKBIA","PCG","PCG","interacts"
"8701","MYD88","NFKB1","PCG","PCG","interacts"
"8702","MYD88","TLR2","PCG","PCG","interacts"
"8703","MYD88","TLR3","PCG","PCG","interacts"
"8704","MYD88","TLR10","PCG","PCG","interacts"
"8705","MYD88","TLR8","PCG","PCG","interacts"
"8706","MYD88","TLR4","PCG","PCG","interacts"
"8707","MYD88","TLR7","PCG","PCG","interacts"
"8708","MYD88","TRAF3","PCG","PCG","interacts"
"8709","MYD88","TNF","PCG","PCG","interacts"
"8710","MYD88","TRAF6","PCG","PCG","interacts"
"8711","MYH9","MYL9","PCG","PCG","interacts"
"8712","MYH9","S100A4","PCG","PCG","interacts"
"8713","MYL9","PPP1CA","PCG","PCG","interacts"
"8714","MYL9","ROCK2","PCG","PCG","interacts"
"8715","MYL9","ROCK1","PCG","PCG","interacts"
"8716","MYO6","PAK1","PCG","PCG","interacts"
"8717","MYO6","RAC3","PCG","PCG","interacts"
"8718","MYO6","PAK3","PCG","PCG","interacts"
"8719","MYO6","UBA52","PCG","PCG","interacts"
"8720","NAIP","PYCARD","PCG","PCG","interacts"
"8721","NAIP","NLRP3","PCG","PCG","interacts"
"8722","NAMPT","SIRT1","PCG","PCG","interacts"
"8723","NAMPT","NT5E","PCG","PCG","interacts"
"8724","NAMPT","SIRT2","PCG","PCG","interacts"
"8725","NAMPT","SIRT6","PCG","PCG","interacts"
"8726","NAMPT","NNMT","PCG","PCG","interacts"
"8727","NAMPT","SIRT3","PCG","PCG","interacts"
"8728","NASP","SLBP","PCG","PCG","interacts"
"8729","NCAPG","NCAPH","PCG","PCG","interacts"
"8730","NCAPG","PRC1","PCG","PCG","interacts"
"8731","NCAPG","NUSAP1","PCG","PCG","interacts"
"8732","NCAPG","NCAPG2","PCG","PCG","interacts"
"8733","NCAPG","TPX2","PCG","PCG","interacts"
"8734","NCAPG","TOP2A","PCG","PCG","interacts"
"8735","NCAPG","SMC2","PCG","PCG","interacts"
"8736","NCAPG2","NCAPH","PCG","PCG","interacts"
"8737","NCAPG2","SMC2","PCG","PCG","interacts"
"8738","NCAPG2","PLK1","PCG","PCG","interacts"
"8739","NCAPH","SMC2","PCG","PCG","interacts"
"8740","NCK1","PDGFRB","PCG","PCG","interacts"
"8741","NCK1","PAK1","PCG","PCG","interacts"
"8742","NCK1","PAK2","PCG","PCG","interacts"
"8743","NCK1","WIPF2","PCG","PCG","interacts"
"8744","NCK1","PTK2","PCG","PCG","interacts"
"8745","NCK1","PAK3","PCG","PCG","interacts"
"8746","NCK1","PAK5","PCG","PCG","interacts"
"8747","NCK1","NPHS1","PCG","PCG","interacts"
"8748","NCK1","WIPF1","PCG","PCG","interacts"
"8749","NCK1","SOS1","PCG","PCG","interacts"
"8750","NCK1","SHC1","PCG","PCG","interacts"
"8751","NCK1","PAK4","PCG","PCG","interacts"
"8752","NCKAP1L","RAC2","PCG","PCG","interacts"
"8753","NCKAP1L","RAC3","PCG","PCG","interacts"
"8754","NEDD4L","YWHAH","PCG","PCG","interacts"
"8755","NEDD4L","SFN","PCG","PCG","interacts"
"8756","NEDD4L","SGK1","PCG","PCG","interacts"
"8757","NEDD4L","UBA52","PCG","PCG","interacts"
"8758","NEDD9","PTK2","PCG","PCG","interacts"
"8759","NEK2","PLK1","PCG","PCG","interacts"
"8760","NEK2","TPX2","PCG","PCG","interacts"
"8761","NEK2","UBE2C","PCG","PCG","interacts"
"8762","NEK2","NUSAP1","PCG","PCG","interacts"
"8763","NEK2","TOP2A","PCG","PCG","interacts"
"8764","NET1","RHOA","PCG","PCG","interacts"
"8765","NF1","RRAS","PCG","PCG","interacts"
"8766","NF1","NF2","PCG","PCG","interacts"
"8767","NF1","NRAS","PCG","PCG","interacts"
"8768","NF2","PAK1","PCG","PCG","interacts"
"8769","NFKB1","SIRT1","PCG","PCG","interacts"
"8770","NFKB1","NFKBIA","PCG","PCG","interacts"
"8771","NFKB1","TNFAIP3","PCG","PCG","interacts"
"8772","NFKB1","RAC3","PCG","PCG","interacts"
"8773","NFKB1","PPP2R2A","PCG","PCG","interacts"
"8774","NFKB1","NOTCH3","PCG","PCG","interacts"
"8775","NFKB1","ROCK2","PCG","PCG","interacts"
"8776","NFKB1","PPP2CA","PCG","PCG","interacts"
"8777","NFKB1","NOTCH1","PCG","PCG","interacts"
"8778","NFKB1","ROCK1","PCG","PCG","interacts"
"8779","NFKB1","RAC2","PCG","PCG","interacts"
"8780","NFKB1","RAF1","PCG","PCG","interacts"
"8781","NFKB1","TRAF6","PCG","PCG","interacts"
"8782","NFKB1","PPARG","PCG","PCG","interacts"
"8783","NFKB1","NLRP3","PCG","PCG","interacts"
"8784","NFKB1","TLR2","PCG","PCG","interacts"
"8785","NFKB1","TLR4","PCG","PCG","interacts"
"8786","NFKB1","NFKBIB","PCG","PCG","interacts"
"8787","NFKB1","TNF","PCG","PCG","interacts"
"8788","NFKBIA","SFN","PCG","PCG","interacts"
"8789","NFKBIA","UBA52","PCG","PCG","interacts"
"8790","NFKBIA","TRAF6","PCG","PCG","interacts"
"8791","NFKBIA","TNF","PCG","PCG","interacts"
"8792","NFKBIA","NFKBIB","PCG","PCG","interacts"
"8793","NKD1","NKD2","PCG","PCG","interacts"
"8794","NLRC5","NLRP3","PCG","PCG","interacts"
"8795","NLRP3","PYCARD","PCG","PCG","interacts"
"8796","NLRP3","TXNIP","PCG","PCG","interacts"
"8797","NLRX1","TRAF6","PCG","PCG","interacts"
"8798","NNMT","SIRT1","PCG","PCG","interacts"
"8799","NNMT","SIRT2","PCG","PCG","interacts"
"8800","NNMT","SIRT6","PCG","PCG","interacts"
"8801","NNMT","SIRT3","PCG","PCG","interacts"
"8802","NOB1","SDAD1","PCG","PCG","interacts"
"8803","NOB1","RACK1","PCG","PCG","interacts"
"8804","NOB1","RPS6","PCG","PCG","interacts"
"8805","NOD2","TLR2","PCG","PCG","interacts"
"8806","NONO","SFPQ","PCG","PCG","interacts"
"8807","NONO","PSPC1","PCG","PCG","interacts"
"8808","NOP58","RPL4","PCG","PCG","interacts"
"8809","NOP58","WDR18","PCG","PCG","interacts"
"8810","NOP58","RPP25","PCG","PCG","interacts"
"8811","NOP58","PA2G4","PCG","PCG","interacts"
"8812","NOP58","RPS6","PCG","PCG","interacts"
"8813","NOTCH1","NOTCH2","PCG","PCG","interacts"
"8814","NOTCH1","PSEN1","PCG","PCG","interacts"
"8815","NOTCH1","POSTN","PCG","PCG","interacts"
"8816","NOTCH1","NUMB","PCG","PCG","interacts"
"8817","NOTCH2","NUMB","PCG","PCG","interacts"
"8818","NOTCH3","NUMB","PCG","PCG","interacts"
"8819","NOTCH4","NUMB","PCG","PCG","interacts"
"8820","NOX1","RAC2","PCG","PCG","interacts"
"8821","NOX1","NOX4","PCG","PCG","interacts"
"8822","NOX1","TRADD","PCG","PCG","interacts"
"8823","NOX4","TLR4","PCG","PCG","interacts"
"8824","NPHS1","TJP1","PCG","PCG","interacts"
"8825","NPHS1","NPHS2","PCG","PCG","interacts"
"8826","NPHS1","PODXL","PCG","PCG","interacts"
"8827","NPHS2","TJP1","PCG","PCG","interacts"
"8828","NPM1","RPL4","PCG","PCG","interacts"
"8829","NPM1","PARP1","PCG","PCG","interacts"
"8830","NQO1","ODC1","PCG","PCG","interacts"
"8831","NRAS","PIK3R2","PCG","PCG","interacts"
"8832","NRAS","PDGFRA","PCG","PCG","interacts"
"8833","NRAS","PDGFRB","PCG","PCG","interacts"
"8834","NRAS","PIK3R3","PCG","PCG","interacts"
"8835","NRAS","PIK3CA","PCG","PCG","interacts"
"8836","NRAS","PRKCE","PCG","PCG","interacts"
"8837","NRAS","RASSF1","PCG","PCG","interacts"
"8838","NRAS","PIK3CD","PCG","PCG","interacts"
"8839","NRAS","PIK3R1","PCG","PCG","interacts"
"8840","NRAS","SOS1","PCG","PCG","interacts"
"8841","NRAS","RAF1","PCG","PCG","interacts"
"8842","NRP1","TGFB1","PCG","PCG","interacts"
"8843","NRP1","VEGFC","PCG","PCG","interacts"
"8844","NRP1","ROBO1","PCG","PCG","interacts"
"8845","NRP1","NRP2","PCG","PCG","interacts"
"8846","NRP1","PGF","PCG","PCG","interacts"
"8847","NRP1","SEMA3B","PCG","PCG","interacts"
"8848","NRP2","PLXNC1","PCG","PCG","interacts"
"8849","NRP2","PGF","PCG","PCG","interacts"
"8850","NRP2","SEMA3B","PCG","PCG","interacts"
"8851","NRP2","VEGFC","PCG","PCG","interacts"
"8852","NT5E","TYMS","PCG","PCG","interacts"
"8853","NTRK3","SHC1","PCG","PCG","interacts"
"8854","NUAK1","STK11","PCG","PCG","interacts"
"8855","NUDT1","OGG1","PCG","PCG","interacts"
"8856","NUSAP1","TPX2","PCG","PCG","interacts"
"8857","NUSAP1","TYMS","PCG","PCG","interacts"
"8858","NUSAP1","UBE2C","PCG","PCG","interacts"
"8859","NUSAP1","RRM2","PCG","PCG","interacts"
"8860","NUSAP1","PTTG1","PCG","PCG","interacts"
"8861","NUSAP1","PRC1","PCG","PCG","interacts"
"8862","NUSAP1","TOP2A","PCG","PCG","interacts"
"8863","NXF3","NXT1","PCG","PCG","interacts"
"8864","OAS2","OAS3","PCG","PCG","interacts"
"8865","OS9","SYVN1","PCG","PCG","interacts"
"8866","OSMR","SHC1","PCG","PCG","interacts"
"8867","OTUB1","TRAF3","PCG","PCG","interacts"
"8868","OTUB1","UBA52","PCG","PCG","interacts"
"8869","OTUB1","TRAF6","PCG","PCG","interacts"
"8870","OTUD7B","UBA52","PCG","PCG","interacts"
"8871","P4HA2","PYCR1","PCG","PCG","interacts"
"8872","PA2G4","RPL35","PCG","PCG","interacts"
"8873","PA2G4","RPS6","PCG","PCG","interacts"
"8874","PA2G4","RACK1","PCG","PCG","interacts"
"8875","PA2G4","UBA52","PCG","PCG","interacts"
"8876","PA2G4","SDAD1","PCG","PCG","interacts"
"8877","PA2G4","WDR18","PCG","PCG","interacts"
"8878","PA2G4","RPL34","PCG","PCG","interacts"
"8879","PA2G4","RPL4","PCG","PCG","interacts"
"8880","PABPC1","TOB1","PCG","PCG","interacts"
"8881","PABPC1","SYNCRIP","PCG","PCG","interacts"
"8882","PABPC1","TIA1","PCG","PCG","interacts"
"8883","PABPC1","UPF1","PCG","PCG","interacts"
"8884","PABPC1","TNRC6A","PCG","PCG","interacts"
"8885","PABPC1","SMG1","PCG","PCG","interacts"
"8886","PAK1","RAC2","PCG","PCG","interacts"
"8887","PAK1","ROBO1","PCG","PCG","interacts"
"8888","PAK1","PAK2","PCG","PCG","interacts"
"8889","PAK1","RAF1","PCG","PCG","interacts"
"8890","PAK1","PAK3","PCG","PCG","interacts"
"8891","PAK1","RAC3","PCG","PCG","interacts"
"8892","PAK1","RAC1","PCG","PCG","interacts"
"8893","PAK2","RAC2","PCG","PCG","interacts"
"8894","PAK2","RAC3","PCG","PCG","interacts"
"8895","PAK2","ROBO1","PCG","PCG","interacts"
"8896","PAK2","PAK3","PCG","PCG","interacts"
"8897","PAK2","RAF1","PCG","PCG","interacts"
"8898","PAK2","RAC1","PCG","PCG","interacts"
"8899","PAK3","RAC2","PCG","PCG","interacts"
"8900","PAK3","RAC3","PCG","PCG","interacts"
"8901","PAK3","RAC1","PCG","PCG","interacts"
"8902","PAK3","RAF1","PCG","PCG","interacts"
"8903","PAK3","ROBO1","PCG","PCG","interacts"
"8904","PAK4","RAC2","PCG","PCG","interacts"
"8905","PAK4","RAC3","PCG","PCG","interacts"
"8906","PAK4","RAF1","PCG","PCG","interacts"
"8907","PAK4","ROBO1","PCG","PCG","interacts"
"8908","PAK5","RAC2","PCG","PCG","interacts"
"8909","PAK5","RAC3","PCG","PCG","interacts"
"8910","PAK5","RAF1","PCG","PCG","interacts"
